z,y,x,pose
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.010821999981999397,0.04295999929308891,0.04071899875998497,twisting
-0.028203999623656273,-0.17260199785232544,-0.07193200290203094,twisting
-0.05225599929690361,-0.18113000690937042,0.009513000026345253,twisting
-0.14850300550460815,-0.215830996632576,0.010250999592244625,twisting
-0.2634420096874237,-0.2580319941043854,-0.01856599934399128,twisting
-0.30159300565719604,-0.34170201420783997,-0.0263030007481575,twisting
-0.3230069875717163,-0.28288498520851135,-0.13712500035762787,twisting
-0.354638010263443,-0.248867005109787,-0.21036699414253235,twisting
-0.3774290084838867,-0.22864100337028503,-0.19254499673843384,twisting
-0.3088589906692505,-0.18125399947166443,-0.19701600074768066,twisting
-0.1936729997396469,-0.14307400584220886,-0.19285400211811066,twisting
-0.114717997610569,-0.016899999231100082,-0.09824500232934952,twisting
-0.017707999795675278,0.04809800162911415,-0.051596999168395996,twisting
0.05792199820280075,0.31741100549697876,0.3180299997329712,twisting
0.046828001737594604,0.07911299914121628,0.018441999331116676,twisting
-0.13150300085544586,-0.08107499778270721,-0.1866600066423416,twisting
-0.2696309983730316,-0.08350799977779388,-0.4312269985675812,twisting
-0.317779004573822,-0.16561299562454224,-0.49239400029182434,twisting
-0.37654098868370056,-0.26952001452445984,-0.4664030075073242,twisting
-0.4124769866466522,-0.37589800357818604,-0.533079981803894,twisting
-0.5144490003585815,-0.42703700065612793,-0.5515710115432739,twisting
-0.5540559887886047,-0.5228919982910156,-0.6665800213813782,twisting
-0.567458987236023,-0.6066219806671143,-0.5927510261535645,twisting
-0.504597008228302,-0.6028839945793152,-0.8006150126457214,twisting
-0.6406570076942444,-0.6850780248641968,-0.895458996295929,twisting
-0.4089289903640747,-0.7317500114440918,-0.6916059851646423,twisting
-0.1820250004529953,-0.4843670129776001,-0.5305699706077576,twisting
0.15723299980163574,-0.17740100622177124,-0.34598299860954285,twisting
0.16076700389385223,-0.013086999766528606,-0.2311979979276657,twisting
0.0965770035982132,0.030594000592827797,-0.09956800192594528,twisting
-0.02834000065922737,-0.05063299834728241,0.16276699304580688,twisting
-0.025810999795794487,-0.05306300148367882,0.19802600145339966,twisting
-0.014758000150322914,-0.05180500075221062,0.009856999851763248,twisting
-0.15505999326705933,-0.12295600026845932,-0.1482439935207367,twisting
-0.1701660007238388,-0.29954299330711365,-0.1325879991054535,twisting
-0.19110199809074402,-0.46291399002075195,-0.03283600136637688,twisting
-0.20762799680233002,-0.6209530234336853,0.03706299886107445,twisting
-0.2992889881134033,-0.5811120271682739,-0.06062600016593933,twisting
-0.3593269884586334,-0.3717760145664215,-0.3960610032081604,twisting
-0.1905220001935959,-0.23237499594688416,-0.6811370253562927,twisting
-0.3321399986743927,-0.17515000700950623,-0.7314649820327759,twisting
-0.5380139946937561,-0.018508000299334526,-0.8642489910125732,twisting
-0.5692930221557617,0.21467900276184082,-0.8676810264587402,twisting
-0.44447699189186096,-0.06549099832773209,-0.7919170260429382,twisting
-0.3713119924068451,-0.086326003074646,-0.5748969912528992,twisting
-0.244485005736351,0.04339800029993057,-0.672888994216919,twisting
-0.5306850075721741,0.23495900630950928,-0.839385986328125,twisting
-0.6115319728851318,0.2376910001039505,-0.9110090136528015,twisting
0.4586870074272156,0.47787100076675415,-1.6030540466308594,twisting
-0.9700070023536682,0.6694610118865967,-0.8412780165672302,twisting
-0.14916500449180603,0.710545003414154,-1.1950299739837646,twisting
-0.19487300515174866,0.781702995300293,-0.7598090171813965,twisting
-0.21637199819087982,0.5195760130882263,-0.5288339853286743,twisting
-0.055229999125003815,0.08536999672651291,-0.281031996011734,twisting
-0.14362600445747375,-0.33394500613212585,0.07133899629116058,twisting
-0.33729198575019836,-0.6932060122489929,0.13239899277687073,twisting
-0.3824630081653595,-0.8242040276527405,0.0414079986512661,twisting
-0.25345298647880554,-0.6346499919891357,-0.06432999670505524,twisting
-0.01040400005877018,-0.43968701362609863,-0.0048859999515116215,twisting
0.17737899720668793,-0.38541701436042786,0.18927299976348877,twisting
0.0695670023560524,-0.3709059953689575,0.28752899169921875,twisting
